16666us
10121300ns,6544700ns,16666us
8860100ns,7805900ns,16666us
9505500ns,7160500ns,16666us
8015700ns,8650300ns,16666us
10011300ns,6654700ns,16666us
10212200ns,6453800ns,16666us
9483300ns,7182700ns,16666us
8963100ns,7702900ns,16666us
9400700ns,7265300ns,16666us
11206000ns,5460000ns,16666us
10102200ns,6563800ns,16666us
13410800ns,3255200ns,16666us
9032600ns,7633400ns,16666us
8360100ns,8305900ns,16666us
8733900ns,7932100ns,16666us
9033500ns,7632500ns,16666us
11303300ns,5362700ns,16666us
8563700ns,8102300ns,16666us
9453900ns,7212100ns,16666us
8705500ns,7960500ns,16666us
10773200ns,5892800ns,16666us
8808800ns,7857200ns,16666us
9927700ns,6738300ns,16666us
10438100ns,6227900ns,16666us
9381000ns,7285000ns,16666us
8416000ns,8250000ns,16666us
15098400ns,1567600ns,16666us
9270800ns,7395200ns,16666us
9595400ns,7070600ns,16666us
8038300ns,8627700ns,16666us
9997100ns,6668900ns,16666us
9301100ns,7364900ns,16666us
9392500ns,7273500ns,16666us
9075300ns,7590700ns,16666us
10159300ns,6506700ns,16666us
7961200ns,8704800ns,16666us
10407900ns,6258100ns,16666us
11256400ns,5409600ns,16666us
9150600ns,7515400ns,16666us
14013700ns,2652300ns,16666us
8973400ns,7692600ns,16666us
8216800ns,8449200ns,16666us
10260900ns,6405100ns,16666us
9280100ns,7385900ns,16666us
9099900ns,7566100ns,16666us
9015100ns,7650900ns,16666us
15418100ns,1247900ns,16666us
8754400ns,7911600ns,16666us
9174900ns,7491100ns,16666us
8949900ns,7716100ns,16666us
11789200ns,4876800ns,16666us
9326700ns,7339300ns,16666us
9882500ns,6783500ns,16666us
22710300ns,-6044300ns,16666us
8473600ns,8192400ns,16666us
8644400ns,8021600ns,16666us
9789700ns,6876300ns,16666us
9210300ns,7455700ns,16666us
15006500ns,1659500ns,16666us
8535300ns,8130700ns,16666us
19061400ns,-2395400ns,16666us
8078000ns,8588000ns,16666us
11330700ns,5335300ns,16666us
9295300ns,7370700ns,16666us
10671900ns,5994100ns,16666us
9362600ns,7303400ns,16666us
9976100ns,6689900ns,16666us
8944600ns,7721400ns,16666us
9091500ns,7574500ns,16666us
9027100ns,7638900ns,16666us
9324100ns,7341900ns,16666us
9119700ns,7546300ns,16666us
11289100ns,5376900ns,16666us
9178100ns,7487900ns,16666us
9989300ns,6676700ns,16666us
9586800ns,7079200ns,16666us
9802400ns,6863600ns,16666us
8750000ns,7916000ns,16666us
10901700ns,5764300ns,16666us
9129800ns,7536200ns,16666us
9841700ns,6824300ns,16666us
8914400ns,7751600ns,16666us
9876600ns,6789400ns,16666us
8984100ns,7681900ns,16666us
9102600ns,7563400ns,16666us
8896900ns,7769100ns,16666us
10832200ns,5833800ns,16666us
9274200ns,7391800ns,16666us
9779800ns,6886200ns,16666us
9419100ns,7246900ns,16666us
9408100ns,7257900ns,16666us
7888000ns,8778000ns,16666us
9497700ns,7168300ns,16666us
8728100ns,7937900ns,16666us
9231900ns,7434100ns,16666us
9381300ns,7284700ns,16666us
10279400ns,6386600ns,16666us
9078500ns,7587500ns,16666us
10454000ns,6212000ns,16666us
9236600ns,7429400ns,16666us
9423700ns,7242300ns,16666us
8808100ns,7857900ns,16666us
10571100ns,6094900ns,16666us
9730700ns,6935300ns,16666us
10091500ns,6574500ns,16666us
10028200ns,6637800ns,16666us
9556800ns,7109200ns,16666us
8480000ns,8186000ns,16666us
10030200ns,6635800ns,16666us
8436000ns,8230000ns,16666us
8743400ns,7922600ns,16666us
11066600ns,5599400ns,16666us
8751800ns,7914200ns,16666us
8277700ns,8388300ns,16666us
8325600ns,8340400ns,16666us
7690700ns,8975300ns,16666us
9811300ns,6854700ns,16666us
9761600ns,6904400ns,16666us
9883000ns,6783000ns,16666us
10849900ns,5816100ns,16666us
9173100ns,7492900ns,16666us
8905900ns,7760100ns,16666us
10263000ns,6403000ns,16666us
9037500ns,7628500ns,16666us
9896500ns,6769500ns,16666us
8152400ns,8513600ns,16666us
11252500ns,5413500ns,16666us
9253500ns,7412500ns,16666us
10638500ns,6027500ns,16666us
8345200ns,8320800ns,16666us
10295600ns,6370400ns,16666us
9843600ns,6822400ns,16666us
9591100ns,7074900ns,16666us
9341700ns,7324300ns,16666us
10368700ns,6297300ns,16666us
8514300ns,8151700ns,16666us
9271700ns,7394300ns,16666us
8994100ns,7671900ns,16666us
9297600ns,7368400ns,16666us
8935100ns,7730900ns,16666us
11139900ns,5526100ns,16666us
9627700ns,7038300ns,16666us
10252200ns,6413800ns,16666us
9856400ns,6809600ns,16666us
10048100ns,6617900ns,16666us
8566100ns,8099900ns,16666us
9631500ns,7034500ns,16666us
9442200ns,7223800ns,16666us
10953600ns,5712400ns,16666us
7935400ns,8730600ns,16666us
12264400ns,4401600ns,16666us
8334300ns,8331700ns,16666us
9408400ns,7257600ns,16666us
8752600ns,7913400ns,16666us
9626400ns,7039600ns,16666us
8742000ns,7924000ns,16666us
9143400ns,7522600ns,16666us
8336100ns,8329900ns,16666us
9836800ns,6829200ns,16666us
8547900ns,8118100ns,16666us
10090100ns,6575900ns,16666us
10324000ns,6342000ns,16666us
9827900ns,6838100ns,16666us
9375200ns,7290800ns,16666us
9587700ns,7078300ns,16666us
11126000ns,5540000ns,16666us
10190500ns,6475500ns,16666us
11382800ns,5283200ns,16666us
9538900ns,7127100ns,16666us
8343200ns,8322800ns,16666us
9826100ns,6839900ns,16666us
8701500ns,7964500ns,16666us
9180500ns,7485500ns,16666us
8617600ns,8048400ns,16666us
8860200ns,7805800ns,16666us
8728300ns,7937700ns,16666us
9676500ns,6989500ns,16666us
10411000ns,6255000ns,16666us
8714100ns,7951900ns,16666us
9615000ns,7051000ns,16666us
8861200ns,7804800ns,16666us
9070300ns,7595700ns,16666us
10603300ns,6062700ns,16666us
8824600ns,7841400ns,16666us
11242100ns,5423900ns,16666us
8886000ns,7780000ns,16666us
9510200ns,7155800ns,16666us
10362300ns,6303700ns,16666us
9908900ns,6757100ns,16666us
9456900ns,7209100ns,16666us
10343600ns,6322400ns,16666us
9633400ns,7032600ns,16666us
9784600ns,6881400ns,16666us
8591000ns,8075000ns,16666us
9766200ns,6899800ns,16666us
9011800ns,7654200ns,16666us
9368600ns,7297400ns,16666us
9232900ns,7433100ns,16666us
9998400ns,6667600ns,16666us
9589200ns,7076800ns,16666us
9734100ns,6931900ns,16666us
10402700ns,6263300ns,16666us
10034700ns,6631300ns,16666us
8484200ns,8181800ns,16666us
9961200ns,6704800ns,16666us
9499100ns,7166900ns,16666us
9380500ns,7285500ns,16666us
8621900ns,8044100ns,16666us
9975600ns,6690400ns,16666us
9025500ns,7640500ns,16666us
10580400ns,6085600ns,16666us
22249200ns,-5583200ns,16666us
9310800ns,7355200ns,16666us
9152700ns,7513300ns,16666us
8499500ns,8166500ns,16666us
10165900ns,6500100ns,16666us
8281100ns,8384900ns,16666us
9308800ns,7357200ns,16666us
16805900ns,-139900ns,16666us
8738000ns,7928000ns,16666us
9373000ns,7293000ns,16666us
8831200ns,7834800ns,16666us
9651000ns,7015000ns,16666us
8802000ns,7864000ns,16666us
9511800ns,7154200ns,16666us
10107700ns,6558300ns,16666us
9076500ns,7589500ns,16666us
10027800ns,6638200ns,16666us
9757400ns,6908600ns,16666us
8294000ns,8372000ns,16666us
9903400ns,6762600ns,16666us
8667600ns,7998400ns,16666us
11312700ns,5353300ns,16666us
8665900ns,8000100ns,16666us
9669100ns,6996900ns,16666us
12052400ns,4613600ns,16666us
9645900ns,7020100ns,16666us
7713600ns,8952400ns,16666us
18826300ns,-2160300ns,16666us
9474200ns,7191800ns,16666us
11832200ns,4833800ns,16666us
8965700ns,7700300ns,16666us
9811300ns,6854700ns,16666us
12178700ns,4487300ns,16666us
9670600ns,6995400ns,16666us
8401400ns,8264600ns,16666us
11967800ns,4698200ns,16666us
8909500ns,7756500ns,16666us
10874400ns,5791600ns,16666us
8607600ns,8058400ns,16666us
10096200ns,6569800ns,16666us
9314900ns,7351100ns,16666us
13404500ns,3261500ns,16666us
9569300ns,7096700ns,16666us
9457500ns,7208500ns,16666us
8717900ns,7948100ns,16666us
9024300ns,7641700ns,16666us
10794500ns,5871500ns,16666us
8893100ns,7772900ns,16666us
17999600ns,-1333600ns,16666us
9510400ns,7155600ns,16666us
9231800ns,7434200ns,16666us
9283700ns,7382300ns,16666us
9560700ns,7105300ns,16666us
9516200ns,7149800ns,16666us
13606400ns,3059600ns,16666us
9818100ns,6847900ns,16666us
9602200ns,7063800ns,16666us
10309300ns,6356700ns,16666us
9779400ns,6886600ns,16666us
11071100ns,5594900ns,16666us
9591400ns,7074600ns,16666us
9206900ns,7459100ns,16666us
15529700ns,1136300ns,16666us
8943300ns,7722700ns,16666us
10071700ns,6594300ns,16666us
8602100ns,8063900ns,16666us
10081700ns,6584300ns,16666us
10820600ns,5845400ns,16666us
9698300ns,6967700ns,16666us
9942000ns,6724000ns,16666us
10261000ns,6405000ns,16666us
9898400ns,6767600ns,16666us
9920700ns,6745300ns,16666us
9868400ns,6797600ns,16666us
9647600ns,7018400ns,16666us
8596000ns,8070000ns,16666us
9733200ns,6932800ns,16666us
8914100ns,7751900ns,16666us
9996600ns,6669400ns,16666us
9348600ns,7317400ns,16666us
10179700ns,6486300ns,16666us
9818200ns,6847800ns,16666us
11235400ns,5430600ns,16666us
9126600ns,7539400ns,16666us
9654500ns,7011500ns,16666us
8477400ns,8188600ns,16666us
9512700ns,7153300ns,16666us
8182100ns,8483900ns,16666us
9578700ns,7087300ns,16666us
8973500ns,7692500ns,16666us
12435000ns,4231000ns,16666us
8751900ns,7914100ns,16666us
9462100ns,7203900ns,16666us
8695700ns,7970300ns,16666us
10090800ns,6575200ns,16666us
8909200ns,7756800ns,16666us
9069700ns,7596300ns,16666us
8989000ns,7677000ns,16666us
9492800ns,7173200ns,16666us
8724100ns,7941900ns,16666us
11592700ns,5073300ns,16666us
8302600ns,8363400ns,16666us
9725800ns,6940200ns,16666us
8779800ns,7886200ns,16666us
11499700ns,5166300ns,16666us
9198000ns,7468000ns,16666us
9740200ns,6925800ns,16666us
9189600ns,7476400ns,16666us
9384600ns,7281400ns,16666us
14029600ns,2636400ns,16666us
11499900ns,5166100ns,16666us
8799100ns,7866900ns,16666us
10945200ns,5720800ns,16666us
9916200ns,6749800ns,16666us
11422800ns,5243200ns,16666us
9879800ns,6786200ns,16666us
10473800ns,6192200ns,16666us
10221400ns,6444600ns,16666us
9523600ns,7142400ns,16666us
12110100ns,4555900ns,16666us
9927000ns,6739000ns,16666us
9576000ns,7090000ns,16666us
11134400ns,5531600ns,16666us
9260000ns,7406000ns,16666us
18258400ns,-1592400ns,16666us
8645000ns,8021000ns,16666us
9428800ns,7237200ns,16666us
9379200ns,7286800ns,16666us
11100600ns,5565400ns,16666us
9582200ns,7083800ns,16666us
10250300ns,6415700ns,16666us
8381100ns,8284900ns,16666us
9397500ns,7268500ns,16666us
9181400ns,7484600ns,16666us
11291500ns,5374500ns,16666us
9353300ns,7312700ns,16666us
9545500ns,7120500ns,16666us
8425800ns,8240200ns,16666us
9530700ns,7135300ns,16666us
8386100ns,8279900ns,16666us
9027000ns,7639000ns,16666us
9367000ns,7299000ns,16666us
11242000ns,5424000ns,16666us
8434700ns,8231300ns,16666us
9435400ns,7230600ns,16666us
9380000ns,7286000ns,16666us
9386400ns,7279600ns,16666us
9196800ns,7469200ns,16666us
11147100ns,5518900ns,16666us
11434800ns,5231200ns,16666us
9960900ns,6705100ns,16666us
9600400ns,7065600ns,16666us
9488500ns,7177500ns,16666us
8802000ns,7864000ns,16666us
9760900ns,6905100ns,16666us
8678000ns,7988000ns,16666us
9790500ns,6875500ns,16666us
9009600ns,7656400ns,16666us
9668400ns,6997600ns,16666us
