16666us
12565200ns,4100800ns,16666us
9714500ns,6951500ns,16666us
7829700ns,8836300ns,16666us
9419800ns,7246200ns,16666us
9651300ns,7014700ns,16666us
9084100ns,7581900ns,16666us
8914800ns,7751200ns,16666us
9935700ns,6730300ns,16666us
9233400ns,7432600ns,16666us
9040900ns,7625100ns,16666us
9269000ns,7397000ns,16666us
9663600ns,7002400ns,16666us
8903900ns,7762100ns,16666us
13897400ns,2768600ns,16666us
9035100ns,7630900ns,16666us
9708800ns,6957200ns,16666us
9205400ns,7460600ns,16666us
10307700ns,6358300ns,16666us
9170100ns,7495900ns,16666us
10510500ns,6155500ns,16666us
8986500ns,7679500ns,16666us
9308100ns,7357900ns,16666us
9072300ns,7593700ns,16666us
9888600ns,6777400ns,16666us
8001300ns,8664700ns,16666us
9254900ns,7411100ns,16666us
8399100ns,8266900ns,16666us
9289800ns,7376200ns,16666us
8563000ns,8103000ns,16666us
9825800ns,6840200ns,16666us
11262800ns,5403200ns,16666us
9999200ns,6666800ns,16666us
9268300ns,7397700ns,16666us
12741300ns,3924700ns,16666us
8753900ns,7912100ns,16666us
9226000ns,7440000ns,16666us
7905100ns,8760900ns,16666us
9893900ns,6772100ns,16666us
8365600ns,8300400ns,16666us
14462500ns,2203500ns,16666us
11226200ns,5439800ns,16666us
10385600ns,6280400ns,16666us
9225200ns,7440800ns,16666us
9667500ns,6998500ns,16666us
8387200ns,8278800ns,16666us
9301100ns,7364900ns,16666us
9108900ns,7557100ns,16666us
10302400ns,6363600ns,16666us
8461700ns,8204300ns,16666us
9579600ns,7086400ns,16666us
11236100ns,5429900ns,16666us
9407600ns,7258400ns,16666us
8018700ns,8647300ns,16666us
13315600ns,3350400ns,16666us
9603800ns,7062200ns,16666us
9014600ns,7651400ns,16666us
9062500ns,7603500ns,16666us
9355500ns,7310500ns,16666us
8282100ns,8383900ns,16666us
9559500ns,7106500ns,16666us
11158500ns,5507500ns,16666us
9574700ns,7091300ns,16666us
8674500ns,7991500ns,16666us
9309700ns,7356300ns,16666us
9526100ns,7139900ns,16666us
10367200ns,6298800ns,16666us
10068100ns,6597900ns,16666us
12135300ns,4530700ns,16666us
8928100ns,7737900ns,16666us
9910400ns,6755600ns,16666us
8393800ns,8272200ns,16666us
10154000ns,6512000ns,16666us
9332700ns,7333300ns,16666us
9810400ns,6855600ns,16666us
11683200ns,4982800ns,16666us
12352600ns,4313400ns,16666us
9709800ns,6956200ns,16666us
9847600ns,6818400ns,16666us
9630300ns,7035700ns,16666us
9147900ns,7518100ns,16666us
13901300ns,2764700ns,16666us
10105600ns,6560400ns,16666us
8390800ns,8275200ns,16666us
9729000ns,6937000ns,16666us
8951700ns,7714300ns,16666us
9321900ns,7344100ns,16666us
8998300ns,7667700ns,16666us
12204100ns,4461900ns,16666us
7974000ns,8692000ns,16666us
17484200ns,-818200ns,16666us
8510100ns,8155900ns,16666us
10963000ns,5703000ns,16666us
9708800ns,6957200ns,16666us
12714600ns,3951400ns,16666us
15287300ns,1378700ns,16666us
9169600ns,7496400ns,16666us
8396300ns,8269700ns,16666us
9208400ns,7457600ns,16666us
8881700ns,7784300ns,16666us
9472400ns,7193600ns,16666us
8499500ns,8166500ns,16666us
10774400ns,5891600ns,16666us
8341700ns,8324300ns,16666us
9425300ns,7240700ns,16666us
7657500ns,9008500ns,16666us
9799500ns,6866500ns,16666us
8669100ns,7996900ns,16666us
10345800ns,6320200ns,16666us
17488900ns,-822900ns,16666us
8005400ns,8660600ns,16666us
9351800ns,7314200ns,16666us
10224500ns,6441500ns,16666us
10496900ns,6169100ns,16666us
8190100ns,8475900ns,16666us
10212600ns,6453400ns,16666us
17456000ns,-790000ns,16666us
8004000ns,8662000ns,16666us
9256000ns,7410000ns,16666us
9317400ns,7348600ns,16666us
10372400ns,6293600ns,16666us
9447000ns,7219000ns,16666us
10564600ns,6101400ns,16666us
9224800ns,7441200ns,16666us
9454700ns,7211300ns,16666us
8946700ns,7719300ns,16666us
10210500ns,6455500ns,16666us
10161200ns,6504800ns,16666us
10183200ns,6482800ns,16666us
8065400ns,8600600ns,16666us
14961200ns,1704800ns,16666us
9153700ns,7512300ns,16666us
9237200ns,7428800ns,16666us
8705800ns,7960200ns,16666us
8958400ns,7707600ns,16666us
8525300ns,8140700ns,16666us
9527300ns,7138700ns,16666us
9966800ns,6699200ns,16666us
9897600ns,6768400ns,16666us
8963900ns,7702100ns,16666us
9747600ns,6918400ns,16666us
10092500ns,6573500ns,16666us
10016000ns,6650000ns,16666us
8871600ns,7794400ns,16666us
11013000ns,5653000ns,16666us
8756000ns,7910000ns,16666us
9754000ns,6912000ns,16666us
8706000ns,7960000ns,16666us
9341800ns,7324200ns,16666us
8205200ns,8460800ns,16666us
9379900ns,7286100ns,16666us
8807800ns,7858200ns,16666us
9723400ns,6942600ns,16666us
9031600ns,7634400ns,16666us
9843100ns,6822900ns,16666us
8765800ns,7900200ns,16666us
9193500ns,7472500ns,16666us
8422700ns,8243300ns,16666us
9508800ns,7157200ns,16666us
8178800ns,8487200ns,16666us
9486000ns,7180000ns,16666us
10766000ns,5900000ns,16666us
9706400ns,6959600ns,16666us
8683500ns,7982500ns,16666us
11204600ns,5461400ns,16666us
8168900ns,8497100ns,16666us
10061300ns,6604700ns,16666us
8646300ns,8019700ns,16666us
9741400ns,6924600ns,16666us
8056800ns,8609200ns,16666us
9700000ns,6966000ns,16666us
14271900ns,2394100ns,16666us
9431900ns,7234100ns,16666us
8751800ns,7914200ns,16666us
9939400ns,6726600ns,16666us
9646400ns,7019600ns,16666us
10366500ns,6299500ns,16666us
8913100ns,7752900ns,16666us
9793400ns,6872600ns,16666us
8845300ns,7820700ns,16666us
9363700ns,7302300ns,16666us
9746400ns,6919600ns,16666us
9820700ns,6845300ns,16666us
8517400ns,8148600ns,16666us
14230300ns,2435700ns,16666us
8210900ns,8455100ns,16666us
9697300ns,6968700ns,16666us
9627600ns,7038400ns,16666us
10953200ns,5712800ns,16666us
8919500ns,7746500ns,16666us
9500500ns,7165500ns,16666us
10431100ns,6234900ns,16666us
9640700ns,7025300ns,16666us
8625200ns,8040800ns,16666us
9238400ns,7427600ns,16666us
10563000ns,6103000ns,16666us
8921100ns,7744900ns,16666us
9084700ns,7581300ns,16666us
13527300ns,3138700ns,16666us
9821300ns,6844700ns,16666us
9005200ns,7660800ns,16666us
9241100ns,7424900ns,16666us
10182100ns,6483900ns,16666us
9058800ns,7607200ns,16666us
9198500ns,7467500ns,16666us
9608700ns,7057300ns,16666us
9726800ns,6939200ns,16666us
8565500ns,8100500ns,16666us
9885800ns,6780200ns,16666us
10051500ns,6614500ns,16666us
9537400ns,7128600ns,16666us
8589800ns,8076200ns,16666us
15130900ns,1535100ns,16666us
8865400ns,7800600ns,16666us
10215200ns,6450800ns,16666us
9260800ns,7405200ns,16666us
9938000ns,6728000ns,16666us
7881800ns,8784200ns,16666us
9155200ns,7510800ns,16666us
19743200ns,-3077200ns,16666us
8606800ns,8059200ns,16666us
10534600ns,6131400ns,16666us
9101500ns,7564500ns,16666us
10646600ns,6019400ns,16666us
8905300ns,7760700ns,16666us
9302600ns,7363400ns,16666us
9112100ns,7553900ns,16666us
9202000ns,7464000ns,16666us
8821300ns,7844700ns,16666us
10313200ns,6352800ns,16666us
14210900ns,2455100ns,16666us
9008500ns,7657500ns,16666us
9033800ns,7632200ns,16666us
9880000ns,6786000ns,16666us
7707300ns,8958700ns,16666us
8342000ns,8324000ns,16666us
7926100ns,8739900ns,16666us
11543800ns,5122200ns,16666us
8617400ns,8048600ns,16666us
8502500ns,8163500ns,16666us
11094200ns,5571800ns,16666us
10316900ns,6349100ns,16666us
8239600ns,8426400ns,16666us
9286200ns,7379800ns,16666us
9122700ns,7543300ns,16666us
9972700ns,6693300ns,16666us
9583400ns,7082600ns,16666us
13427000ns,3239000ns,16666us
10903200ns,5762800ns,16666us
10073600ns,6592400ns,16666us
9331100ns,7334900ns,16666us
10224900ns,6441100ns,16666us
9313900ns,7352100ns,16666us
11120200ns,5545800ns,16666us
12215200ns,4450800ns,16666us
9387100ns,7278900ns,16666us
9084700ns,7581300ns,16666us
9695200ns,6970800ns,16666us
11540100ns,5125900ns,16666us
9879500ns,6786500ns,16666us
9580700ns,7085300ns,16666us
11724100ns,4941900ns,16666us
8841200ns,7824800ns,16666us
9996600ns,6669400ns,16666us
11022200ns,5643800ns,16666us
11786200ns,4879800ns,16666us
9113200ns,7552800ns,16666us
9741800ns,6924200ns,16666us
10834000ns,5832000ns,16666us
9067600ns,7598400ns,16666us
8758000ns,7908000ns,16666us
10055100ns,6610900ns,16666us
9019100ns,7646900ns,16666us
9958900ns,6707100ns,16666us
15755100ns,910900ns,16666us
10171500ns,6494500ns,16666us
10850100ns,5815900ns,16666us
9574200ns,7091800ns,16666us
9472700ns,7193300ns,16666us
9790700ns,6875300ns,16666us
8451900ns,8214100ns,16666us
15053800ns,1612200ns,16666us
9412800ns,7253200ns,16666us
9616200ns,7049800ns,16666us
9048900ns,7617100ns,16666us
9652900ns,7013100ns,16666us
8366300ns,8299700ns,16666us
8862900ns,7803100ns,16666us
12719600ns,3946400ns,16666us
9874500ns,6791500ns,16666us
9236300ns,7429700ns,16666us
7562700ns,9103300ns,16666us
9694100ns,6971900ns,16666us
9015600ns,7650400ns,16666us
8698200ns,7967800ns,16666us
13367400ns,3298600ns,16666us
8395500ns,8270500ns,16666us
9337800ns,7328200ns,16666us
8656100ns,8009900ns,16666us
9393600ns,7272400ns,16666us
9035600ns,7630400ns,16666us
9097600ns,7568400ns,16666us
9980900ns,6685100ns,16666us
9326800ns,7339200ns,16666us
8767400ns,7898600ns,16666us
9893000ns,6773000ns,16666us
9007400ns,7658600ns,16666us
9202100ns,7463900ns,16666us
8470400ns,8195600ns,16666us
9139500ns,7526500ns,16666us
8866700ns,7799300ns,16666us
9335200ns,7330800ns,16666us
10068200ns,6597800ns,16666us
9186700ns,7479300ns,16666us
8897400ns,7768600ns,16666us
10692200ns,5973800ns,16666us
8221600ns,8444400ns,16666us
9349600ns,7316400ns,16666us
9911400ns,6754600ns,16666us
10702500ns,5963500ns,16666us
8795200ns,7870800ns,16666us
9536800ns,7129200ns,16666us
9194200ns,7471800ns,16666us
9760800ns,6905200ns,16666us
7914500ns,8751500ns,16666us
10363200ns,6302800ns,16666us
7952000ns,8714000ns,16666us
9199400ns,7466600ns,16666us
8206600ns,8459400ns,16666us
10909100ns,5756900ns,16666us
8854700ns,7811300ns,16666us
9408600ns,7257400ns,16666us
8649100ns,8016900ns,16666us
10766700ns,5899300ns,16666us
8980200ns,7685800ns,16666us
10668900ns,5997100ns,16666us
9289400ns,7376600ns,16666us
9794500ns,6871500ns,16666us
8541800ns,8124200ns,16666us
9315500ns,7350500ns,16666us
8748000ns,7918000ns,16666us
9146700ns,7519300ns,16666us
9308000ns,7358000ns,16666us
9005000ns,7661000ns,16666us
8570500ns,8095500ns,16666us
10443300ns,6222700ns,16666us
9330500ns,7335500ns,16666us
9297200ns,7368800ns,16666us
8914800ns,7751200ns,16666us
17240600ns,-574600ns,16666us
9082300ns,7583700ns,16666us
9550600ns,7115400ns,16666us
9184500ns,7481500ns,16666us
11322900ns,5343100ns,16666us
8910500ns,7755500ns,16666us
11049000ns,5617000ns,16666us
10194800ns,6471200ns,16666us
8898000ns,7768000ns,16666us
8930200ns,7735800ns,16666us
9795300ns,6870700ns,16666us
8909600ns,7756400ns,16666us
8934600ns,7731400ns,16666us
9491700ns,7174300ns,16666us
18790100ns,-2124100ns,16666us
9226800ns,7439200ns,16666us
9095900ns,7570100ns,16666us
9923000ns,6743000ns,16666us
9459300ns,7206700ns,16666us
9568300ns,7097700ns,16666us
9902500ns,6763500ns,16666us
7952400ns,8713600ns,16666us
10295000ns,6371000ns,16666us
8333900ns,8332100ns,16666us
11382600ns,5283400ns,16666us
10908000ns,5758000ns,16666us
9838900ns,6827100ns,16666us
8900200ns,7765800ns,16666us
11194400ns,5471600ns,16666us
8641000ns,8025000ns,16666us
9397300ns,7268700ns,16666us
9024900ns,7641100ns,16666us
9708400ns,6957600ns,16666us
8463900ns,8202100ns,16666us
9749900ns,6916100ns,16666us
9412800ns,7253200ns,16666us
9707800ns,6958200ns,16666us
8530000ns,8136000ns,16666us
12469200ns,4196800ns,16666us
8549700ns,8116300ns,16666us
9773500ns,6892500ns,16666us
8347300ns,8318700ns,16666us
9675300ns,6990700ns,16666us
9281200ns,7384800ns,16666us
9456900ns,7209100ns,16666us
9934700ns,6731300ns,16666us
9867700ns,6798300ns,16666us
8569100ns,8096900ns,16666us
16999200ns,-333200ns,16666us
9060800ns,7605200ns,16666us
9759900ns,6906100ns,16666us
9186700ns,7479300ns,16666us
10345000ns,6321000ns,16666us
8640400ns,8025600ns,16666us
10178700ns,6487300ns,16666us
17459500ns,-793500ns,16666us
8299800ns,8366200ns,16666us
10166900ns,6499100ns,16666us
9329900ns,7336100ns,16666us
11314900ns,5351100ns,16666us
8633000ns,8033000ns,16666us
9489600ns,7176400ns,16666us
8795100ns,7870900ns,16666us
10011000ns,6655000ns,16666us
8886700ns,7779300ns,16666us
9124500ns,7541500ns,16666us
10703100ns,5962900ns,16666us
13373200ns,3292800ns,16666us
10940400ns,5725600ns,16666us
17494600ns,-828600ns,16666us
8251000ns,8415000ns,16666us
11805300ns,4860700ns,16666us
8497600ns,8168400ns,16666us
10207300ns,6458700ns,16666us
8812100ns,7853900ns,16666us
10729500ns,5936500ns,16666us
19328200ns,-2662200ns,16666us
9034900ns,7631100ns,16666us
10077700ns,6588300ns,16666us
8936500ns,7729500ns,16666us
10228700ns,6437300ns,16666us
9189300ns,7476700ns,16666us
10208200ns,6457800ns,16666us
8465100ns,8200900ns,16666us
10581600ns,6084400ns,16666us
8668900ns,7997100ns,16666us
8560500ns,8105500ns,16666us
9882600ns,6783400ns,16666us
10641300ns,6024700ns,16666us
8293400ns,8372600ns,16666us
9128000ns,7538000ns,16666us
9361600ns,7304400ns,16666us
10747200ns,5918800ns,16666us
9047100ns,7618900ns,16666us
9265500ns,7400500ns,16666us
11949100ns,4716900ns,16666us
9795200ns,6870800ns,16666us
8882500ns,7783500ns,16666us
10882100ns,5783900ns,16666us
8399700ns,8266300ns,16666us
10727800ns,5938200ns,16666us
8443100ns,8222900ns,16666us
8668600ns,7997400ns,16666us
9074300ns,7591700ns,16666us
10333900ns,6332100ns,16666us
10047200ns,6618800ns,16666us
8508200ns,8157800ns,16666us
8419800ns,8246200ns,16666us
9481000ns,7185000ns,16666us
9495100ns,7170900ns,16666us
9008000ns,7658000ns,16666us
8494800ns,8171200ns,16666us
10166000ns,6500000ns,16666us
8302700ns,8363300ns,16666us
10214300ns,6451700ns,16666us
8219700ns,8446300ns,16666us
9830700ns,6835300ns,16666us
9099500ns,7566500ns,16666us
10177800ns,6488200ns,16666us
9191700ns,7474300ns,16666us
9506000ns,7160000ns,16666us
9140800ns,7525200ns,16666us
9494800ns,7171200ns,16666us
8700500ns,7965500ns,16666us
18814600ns,-2148600ns,16666us
9581100ns,7084900ns,16666us
9628600ns,7037400ns,16666us
8322700ns,8343300ns,16666us
10469200ns,6196800ns,16666us
8866900ns,7799100ns,16666us
8476000ns,8190000ns,16666us
8431100ns,8234900ns,16666us
9659200ns,7006800ns,16666us
9342800ns,7323200ns,16666us
9744600ns,6921400ns,16666us
9441200ns,7224800ns,16666us
9722100ns,6943900ns,16666us
7886000ns,8780000ns,16666us
12674300ns,3991700ns,16666us
9089300ns,7576700ns,16666us
9495000ns,7171000ns,16666us
8673200ns,7992800ns,16666us
9772900ns,6893100ns,16666us
8448400ns,8217600ns,16666us
11011700ns,5654300ns,16666us
9343400ns,7322600ns,16666us
10658200ns,6007800ns,16666us
10235200ns,6430800ns,16666us
11274500ns,5391500ns,16666us
10338600ns,6327400ns,16666us
9538100ns,7127900ns,16666us
10708100ns,5957900ns,16666us
8588200ns,8077800ns,16666us
10396500ns,6269500ns,16666us
9568600ns,7097400ns,16666us
10135500ns,6530500ns,16666us
9776200ns,6889800ns,16666us
10247400ns,6418600ns,16666us
16871700ns,-205700ns,16666us
9342200ns,7323800ns,16666us
9640600ns,7025400ns,16666us
7850800ns,8815200ns,16666us
9443800ns,7222200ns,16666us
9103200ns,7562800ns,16666us
8926300ns,7739700ns,16666us
14061800ns,2604200ns,16666us
9145900ns,7520100ns,16666us
8649400ns,8016600ns,16666us
8939800ns,7726200ns,16666us
9634200ns,7031800ns,16666us
9929400ns,6736600ns,16666us
9742800ns,6923200ns,16666us
9252600ns,7413400ns,16666us
8563100ns,8102900ns,16666us
9784500ns,6881500ns,16666us
9047700ns,7618300ns,16666us
9557000ns,7109000ns,16666us
8608800ns,8057200ns,16666us
9633000ns,7033000ns,16666us
9339100ns,7326900ns,16666us
10188800ns,6477200ns,16666us
8335100ns,8330900ns,16666us
10434400ns,6231600ns,16666us
9367700ns,7298300ns,16666us
10289300ns,6376700ns,16666us
19709000ns,-3043000ns,16666us
8217400ns,8448600ns,16666us
9963800ns,6702200ns,16666us
9936200ns,6729800ns,16666us
9624900ns,7041100ns,16666us
9382700ns,7283300ns,16666us
9931000ns,6735000ns,16666us
9191500ns,7474500ns,16666us
9014100ns,7651900ns,16666us
8709300ns,7956700ns,16666us
9427600ns,7238400ns,16666us
10071700ns,6594300ns,16666us
9369700ns,7296300ns,16666us
9565800ns,7100200ns,16666us
8584800ns,8081200ns,16666us
8181200ns,8484800ns,16666us
9656300ns,7009700ns,16666us
8460400ns,8205600ns,16666us
10655700ns,6010300ns,16666us
8918600ns,7747400ns,16666us
9483800ns,7182200ns,16666us
15699000ns,967000ns,16666us
8664700ns,8001300ns,16666us
10204200ns,6461800ns,16666us
8944100ns,7721900ns,16666us
10267800ns,6398200ns,16666us
8959400ns,7706600ns,16666us
9904500ns,6761500ns,16666us
10206200ns,6459800ns,16666us
10155300ns,6510700ns,16666us
9028800ns,7637200ns,16666us
10400500ns,6265500ns,16666us
10347400ns,6318600ns,16666us
10121800ns,6544200ns,16666us
17207200ns,-541200ns,16666us
8061100ns,8604900ns,16666us
9163000ns,7503000ns,16666us
9274100ns,7391900ns,16666us
10782200ns,5883800ns,16666us
10768700ns,5897300ns,16666us
9588500ns,7077500ns,16666us
9532900ns,7133100ns,16666us
10147300ns,6518700ns,16666us
9268600ns,7397400ns,16666us
9974100ns,6691900ns,16666us
9692700ns,6973300ns,16666us
9502200ns,7163800ns,16666us
8835600ns,7830400ns,16666us
16057200ns,608800ns,16666us
8554400ns,8111600ns,16666us
9195200ns,7470800ns,16666us
9154300ns,7511700ns,16666us
9778400ns,6887600ns,16666us
9465500ns,7200500ns,16666us
9349600ns,7316400ns,16666us
10191300ns,6474700ns,16666us
9588200ns,7077800ns,16666us
9320700ns,7345300ns,16666us
9563800ns,7102200ns,16666us
8310300ns,8355700ns,16666us
8962100ns,7703900ns,16666us
8724900ns,7941100ns,16666us
10897600ns,5768400ns,16666us
8568200ns,8097800ns,16666us
8764700ns,7901300ns,16666us
8846800ns,7819200ns,16666us
9633000ns,7033000ns,16666us
8606500ns,8059500ns,16666us
9576000ns,7090000ns,16666us
9683800ns,6982200ns,16666us
9566800ns,7099200ns,16666us
9327000ns,7339000ns,16666us
10791800ns,5874200ns,16666us
9115200ns,7550800ns,16666us
9039600ns,7626400ns,16666us
7874800ns,8791200ns,16666us
9317900ns,7348100ns,16666us
8798100ns,7867900ns,16666us
9704700ns,6961300ns,16666us
8483600ns,8182400ns,16666us
9452000ns,7214000ns,16666us
11368500ns,5297500ns,16666us
9420200ns,7245800ns,16666us
8809200ns,7856800ns,16666us
9298400ns,7367600ns,16666us
8407400ns,8258600ns,16666us
9926000ns,6740000ns,16666us
9383200ns,7282800ns,16666us
9163900ns,7502100ns,16666us
10744200ns,5921800ns,16666us
9891600ns,6774400ns,16666us
9761100ns,6904900ns,16666us
9370600ns,7295400ns,16666us
8199000ns,8467000ns,16666us
8402600ns,8263400ns,16666us
8638700ns,8027300ns,16666us
11230500ns,5435500ns,16666us
8556000ns,8110000ns,16666us
9055400ns,7610600ns,16666us
8206600ns,8459400ns,16666us
10474700ns,6191300ns,16666us
8309500ns,8356500ns,16666us
9962900ns,6703100ns,16666us
9947500ns,6718500ns,16666us
9142500ns,7523500ns,16666us
8344100ns,8321900ns,16666us
9772800ns,6893200ns,16666us
8100100ns,8565900ns,16666us
9874600ns,6791400ns,16666us
11049300ns,5616700ns,16666us
9935700ns,6730300ns,16666us
8163600ns,8502400ns,16666us
9600000ns,7066000ns,16666us
9348300ns,7317700ns,16666us
10185800ns,6480200ns,16666us
7719000ns,8947000ns,16666us
9313800ns,7352200ns,16666us
9618700ns,7047300ns,16666us
10205800ns,6460200ns,16666us
9403200ns,7262800ns,16666us
9361300ns,7304700ns,16666us
9027000ns,7639000ns,16666us
11404500ns,5261500ns,16666us
8543500ns,8122500ns,16666us
9439000ns,7227000ns,16666us
8860100ns,7805900ns,16666us
10404500ns,6261500ns,16666us
8534200ns,8131800ns,16666us
11619400ns,5046600ns,16666us
8197000ns,8469000ns,16666us
9564400ns,7101600ns,16666us
8646700ns,8019300ns,16666us
12066000ns,4600000ns,16666us
8099700ns,8566300ns,16666us
8752300ns,7913700ns,16666us
13177600ns,3488400ns,16666us
9158900ns,7507100ns,16666us
9019400ns,7646600ns,16666us
9003700ns,7662300ns,16666us
8911600ns,7754400ns,16666us
9474000ns,7192000ns,16666us
8270700ns,8395300ns,16666us
9986000ns,6680000ns,16666us
8695500ns,7970500ns,16666us
11256700ns,5409300ns,16666us
9744200ns,6921800ns,16666us
10021900ns,6644100ns,16666us
8190600ns,8475400ns,16666us
13364400ns,3301600ns,16666us
8363900ns,8302100ns,16666us
9157200ns,7508800ns,16666us
8828100ns,7837900ns,16666us
9820400ns,6845600ns,16666us
8685100ns,7980900ns,16666us
10308900ns,6357100ns,16666us
8533900ns,8132100ns,16666us
9747300ns,6918700ns,16666us
9538900ns,7127100ns,16666us
11731200ns,4934800ns,16666us
9107000ns,7559000ns,16666us
10347700ns,6318300ns,16666us
7561700ns,9104300ns,16666us
9569200ns,7096800ns,16666us
8886700ns,7779300ns,16666us
10003500ns,6662500ns,16666us
9371300ns,7294700ns,16666us
9529700ns,7136300ns,16666us
9378800ns,7287200ns,16666us
14603100ns,2062900ns,16666us
8988900ns,7677100ns,16666us
9127100ns,7538900ns,16666us
8824400ns,7841600ns,16666us
9665700ns,7000300ns,16666us
8444700ns,8221300ns,16666us
10553000ns,6113000ns,16666us
8798600ns,7867400ns,16666us
9214000ns,7452000ns,16666us
8952900ns,7713100ns,16666us
9854200ns,6811800ns,16666us
9155100ns,7510900ns,16666us
9686200ns,6979800ns,16666us
8944000ns,7722000ns,16666us
9924700ns,6741300ns,16666us
11652300ns,5013700ns,16666us
8592900ns,8073100ns,16666us
8354000ns,8312000ns,16666us
9579100ns,7086900ns,16666us
8745600ns,7920400ns,16666us
9299200ns,7366800ns,16666us
8875900ns,7790100ns,16666us
9741600ns,6924400ns,16666us
8807600ns,7858400ns,16666us
9343400ns,7322600ns,16666us
9592600ns,7073400ns,16666us
9173700ns,7492300ns,16666us
8396300ns,8269700ns,16666us
13850800ns,2815200ns,16666us
8525100ns,8140900ns,16666us
9613300ns,7052700ns,16666us
9261600ns,7404400ns,16666us
12140400ns,4525600ns,16666us
8951600ns,7714400ns,16666us
10375000ns,6291000ns,16666us
8493300ns,8172700ns,16666us
9566900ns,7099100ns,16666us
8412500ns,8253500ns,16666us
10567700ns,6098300ns,16666us
8591800ns,8074200ns,16666us
9343200ns,7322800ns,16666us
8664200ns,8001800ns,16666us
10457200ns,6208800ns,16666us
8680300ns,7985700ns,16666us
10138100ns,6527900ns,16666us
9736300ns,6929700ns,16666us
9458400ns,7207600ns,16666us
8824900ns,7841100ns,16666us
9218500ns,7447500ns,16666us
9190300ns,7475700ns,16666us
9991200ns,6674800ns,16666us
8296400ns,8369600ns,16666us
9958700ns,6707300ns,16666us
8465600ns,8200400ns,16666us
9807700ns,6858300ns,16666us
8114800ns,8551200ns,16666us
10090800ns,6575200ns,16666us
9000300ns,7665700ns,16666us
9654900ns,7011100ns,16666us
9105100ns,7560900ns,16666us
10184200ns,6481800ns,16666us
8548400ns,8117600ns,16666us
10041600ns,6624400ns,16666us
7683100ns,8982900ns,16666us
8356000ns,8310000ns,16666us
7816200ns,8849800ns,16666us
11049200ns,5616800ns,16666us
7836800ns,8829200ns,16666us
8704900ns,7961100ns,16666us
7970200ns,8695800ns,16666us
11398300ns,5267700ns,16666us
8038000ns,8628000ns,16666us
9267700ns,7398300ns,16666us
8297500ns,8368500ns,16666us
8482300ns,8183700ns,16666us
7517800ns,9148200ns,16666us
8354900ns,8311100ns,16666us
7983300ns,8682700ns,16666us
8513600ns,8152400ns,16666us
8517500ns,8148500ns,16666us
14434700ns,2231300ns,16666us
7941600ns,8724400ns,16666us
8704200ns,7961800ns,16666us
12040100ns,4625900ns,16666us
9480800ns,7185200ns,16666us
8161100ns,8504900ns,16666us
8744400ns,7921600ns,16666us
8445800ns,8220200ns,16666us
8344100ns,8321900ns,16666us
7848700ns,8817300ns,16666us
13632300ns,3033700ns,16666us
8094600ns,8571400ns,16666us
8825300ns,7840700ns,16666us
8143100ns,8522900ns,16666us
10090100ns,6575900ns,16666us
9030200ns,7635800ns,16666us
10236100ns,6429900ns,16666us
8653700ns,8012300ns,16666us
9731500ns,6934500ns,16666us
9835700ns,6830300ns,16666us
9763800ns,6902200ns,16666us
8108100ns,8557900ns,16666us
9881600ns,6784400ns,16666us
8523200ns,8142800ns,16666us
9529600ns,7136400ns,16666us
7950900ns,8715100ns,16666us
8618100ns,8047900ns,16666us
8686600ns,7979400ns,16666us
8486300ns,8179700ns,16666us
7723300ns,8942700ns,16666us
9584600ns,7081400ns,16666us
7881100ns,8784900ns,16666us
8956800ns,7709200ns,16666us
7983900ns,8682100ns,16666us
8455900ns,8210100ns,16666us
8322400ns,8343600ns,16666us
9457300ns,7208700ns,16666us
8469500ns,8196500ns,16666us
9119500ns,7546500ns,16666us
8025300ns,8640700ns,16666us
9467200ns,7198800ns,16666us
8737400ns,7928600ns,16666us
9046100ns,7619900ns,16666us
8016800ns,8649200ns,16666us
8120900ns,8545100ns,16666us
9179900ns,7486100ns,16666us
8546100ns,8119900ns,16666us
7419500ns,9246500ns,16666us
10675700ns,5990300ns,16666us
10027000ns,6639000ns,16666us
9718200ns,6947800ns,16666us
17969900ns,-1303900ns,16666us
8955600ns,7710400ns,16666us
9075400ns,7590600ns,16666us
7801200ns,8864800ns,16666us
9119000ns,7547000ns,16666us
10520200ns,6145800ns,16666us
9587000ns,7079000ns,16666us
8405000ns,8261000ns,16666us
8380700ns,8285300ns,16666us
7772000ns,8894000ns,16666us
8810300ns,7855700ns,16666us
7460500ns,9205500ns,16666us
8247400ns,8418600ns,16666us
9937900ns,6728100ns,16666us
18005100ns,-1339100ns,16666us
7891400ns,8774600ns,16666us
8776100ns,7889900ns,16666us
10114100ns,6551900ns,16666us
11134100ns,5531900ns,16666us
8303500ns,8362500ns,16666us
11247000ns,5419000ns,16666us
8411000ns,8255000ns,16666us
8926700ns,7739300ns,16666us
8535800ns,8130200ns,16666us
10643800ns,6022200ns,16666us
11359700ns,5306300ns,16666us
8888000ns,7778000ns,16666us
7750800ns,8915200ns,16666us
9185900ns,7480100ns,16666us
10231900ns,6434100ns,16666us
9249800ns,7416200ns,16666us
8491400ns,8174600ns,16666us
10940500ns,5725500ns,16666us
7842700ns,8823300ns,16666us
9008400ns,7657600ns,16666us
9329200ns,7336800ns,16666us
8782100ns,7883900ns,16666us
8140700ns,8525300ns,16666us
9135400ns,7530600ns,16666us
8086600ns,8579400ns,16666us
9101700ns,7564300ns,16666us
7401500ns,9264500ns,16666us
